Accident_ID,Accident_Date,Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender,Number_of_Vehicles,Number_of_Casualties
769,2024-12-11,2024,December,Bagmati,Kathmandu,Feeder,Junction,Evening,Serious Injury,Dusty,Wet,Car,30,Female,2.0,1.0
870,2025-03-10,2025,March,Gandaki,Lamjung,Highway,Straight,Evening,Minor Injury,Dusty,Damaged,Car,30,Male,2.0,1.0
762,2024-12-05,2024,December,Madhesh,Sarlahi,Feeder,Curve,Morning,Serious Injury,Clear,Dry,Motorbike,50,Female,1.0,1.0
30,2023-01-20,2023,January,Gandaki,Lamjung,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Scooter,80,Male,2.0,1.0
542,2024-05-16,2024,May,Sudurpashchim,Achham,Highway,Straight,Morning,Serious Injury,Clear,Wet,Scooter,50,Male,3.0,1.0
166,2023-05-19,2023,May,Bagmati,Bhaktapur,Urban,Straight,Morning,Minor Injury,Rain,Wet,Car,30,Male,1.0,4.0
249,2023-08-23,2023,August,Karnali,Dailekh,Highway,Junction,Afternoon,Serious Injury,Clear,Damaged,Motorbike,50,Female,1.0,2.0
308,2023-10-08,2023,October,Bagmati,Kathmandu,Feeder,Curve,Evening,Serious Injury,Clear,Slippery,Motorbike,30,Male,1.0,3.0
448,2024-02-20,2024,February,Madhesh,Parsa,Feeder,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male,3.0,1.0
347,2023-11-08,2023,November,Gandaki,Kaski,Highway,Roundabout,Afternoon,Fatal,Clear,Damaged,Motorbike,80,Male,3.0,1.0
335,2023-10-28,2023,October,Karnali,Kalikot,Urban,Straight,Afternoon,Damage Only,Rain,Wet,Bus,50,Male,2.0,15.0
286,2023-09-17,2023,September,Gandaki,Lamjung,Urban,Straight,Evening,Minor Injury,Clear,Damaged,Car,80,Male,1.0,2.0
950,2025-06-01,2025,June,Lumbini,Rupandehi,Rural,Straight,Night,Minor Injury,Clear,Damaged,Motorbike,80,Male,1.0,2.0
98,2023-03-20,2023,March,Lumbini,Dang,Highway,Junction,Afternoon,Minor Injury,Fog,Wet,Bus,80,Other,2.0,22.0
468,2024-03-08,2024,March,Madhesh,Parsa,Rural,Junction,Night,Fatal,Clear,Dry,Motorbike,50,Male,3.0,2.0
1037,2025-08-19,2025,August,Koshi,Jhapa,Highway,Curve,Night,Minor Injury,Clear,Wet,Scooter,50,Male,1.0,4.0
913,2025-04-25,2025,April,Koshi,Ilam,Rural,Junction,Afternoon,Minor Injury,Clear,Dry,Scooter,30,Female,3.0,3.0
756,2024-12-02,2024,December,Gandaki,Kaski,Highway,Straight,Morning,Damage Only,Clear,Damaged,Motorbike,80,Male,2.0,1.0
945,2025-05-30,2025,May,Koshi,Ilam,Highway,Junction,Morning,Minor Injury,Clear,Dry,Car,80,Male,1.0,1.0
614,2024-07-27,2024,July,Gandaki,Tanahun,Highway,Junction,Morning,Fatal,Clear,Dry,Motorbike,50,Male,1.0,2.0
802,2025-01-09,2025,January,Lumbini,Banke,Urban,Roundabout,Morning,Minor Injury,Clear,Damaged,Truck,30,Female,3.0,3.0
758,2024-12-03,2024,December,Bagmati,Lalitpur,Feeder,Junction,Afternoon,Fatal,Clear,Dry,Motorbike,30,Female,1.0,4.0
689,2024-10-06,2024,October,Koshi,Sunsari,Urban,Curve,Evening,Minor Injury,Clear,Wet,Motorbike,30,Male,2.0,2.0
66,2023-02-18,2023,February,Gandaki,Gorkha,Rural,Straight,Night,Minor Injury,Clear,Damaged,Truck,50,Male,3.0,1.0
794,2025-01-04,2025,January,Bagmati,Lalitpur,Urban,Straight,Afternoon,Damage Only,Fog,Dry,Motorbike,50,Male,1.0,3.0
744,2024-11-21,2024,November,Gandaki,Gorkha,Rural,Straight,Morning,Minor Injury,Clear,Slippery,Motorbike,30,Female,3.0,4.0
568,2024-06-13,2024,June,Bagmati,Bhaktapur,Rural,Junction,Afternoon,Minor Injury,Clear,Damaged,Scooter,80,Male,3.0,1.0
1084,2025-09-27,2025,September,Sudurpashchim,Kanchanpur,Urban,Straight,Morning,Minor Injury,Clear,Wet,Car,30,Male,3.0,3.0
1099,2025-10-13,2025,October,Karnali,Kalikot,Urban,Curve,Afternoon,Minor Injury,Clear,Wet,Motorbike,50,Male,2.0,4.0
303,2023-10-02,2023,October,Bagmati,Kathmandu,Highway,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,30,Male,2.0,1.0
255,2023-08-29,2023,August,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Minor Injury,Dusty,Wet,Scooter,50,Male,1.0,2.0
959,2025-06-05,2025,June,Sudurpashchim,Kanchanpur,Highway,Junction,Afternoon,Minor Injury,Fog,Damaged,Car,30,Male,2.0,1.0
1024,2025-08-07,2025,August,Madhesh,Parsa,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Car,50,Male,2.0,2.0
313,2023-10-10,2023,October,Sudurpashchim,Kailali,Urban,Junction,Night,Serious Injury,Clear,Dry,Car,30,Male,1.0,2.0
530,2024-05-04,2024,May,Bagmati,Kathmandu,Rural,Junction,Afternoon,Serious Injury,Clear,Slippery,Car,50,Male,1.0,4.0
222,2023-07-15,2023,July,Madhesh,Bara,Urban,Curve,Morning,Serious Injury,Clear,Slippery,Motorbike,50,Male,3.0,2.0
389,2023-12-17,2023,December,Bagmati,Kathmandu,Urban,Junction,Night,Minor Injury,Clear,Wet,Motorbike,80,Male,1.0,4.0
236,2023-08-06,2023,August,Gandaki,Tanahun,Urban,Curve,Night,Fatal,Clear,Wet,Jeep,30,Male,1.0,2.0
810,2025-01-12,2025,January,Koshi,Jhapa,Urban,Roundabout,Afternoon,Fatal,Clear,Damaged,Motorbike,30,Male,2.0,3.0
483,2024-03-21,2024,March,Karnali,Surkhet,Rural,Curve,Morning,Minor Injury,Clear,Dry,Truck,50,Male,3.0,4.0
713,2024-10-30,2024,October,Bagmati,Bhaktapur,Highway,Junction,Morning,Fatal,Rain,Wet,Motorbike,50,Male,2.0,1.0
306,2023-10-05,2023,October,Madhesh,Sarlahi,Highway,Straight,Morning,Serious Injury,Clear,Wet,Motorbike,80,Male,3.0,3.0
1111,2025-11-02,2025,November,Gandaki,Kaski,Urban,Junction,Evening,Fatal,Rain,Wet,Motorbike,80,Male,1.0,4.0
1090,2025-10-03,2025,October,Koshi,Ilam,Highway,Straight,Evening,Minor Injury,Clear,Dry,Truck,30,Female,1.0,2.0
772,2024-12-13,2024,December,Lumbini,Kapilvastu,Highway,Straight,Evening,Serious Injury,Clear,Damaged,Motorbike,50,Female,2.0,2.0
917,2025-04-27,2025,April,Gandaki,Gorkha,Urban,Straight,Night,Serious Injury,Rain,Wet,Bus,50,Female,1.0,15.0
1139,2025-12-03,2025,December,Bagmati,Chitwan,Urban,Straight,Night,Fatal,Clear,Damaged,Truck,50,Male,1.0,2.0
250,2023-08-23,2023,August,Lumbini,Dang,Urban,Straight,Afternoon,Minor Injury,Rain,Wet,Car,80,Male,3.0,5.0
760,2024-12-03,2024,December,Madhesh,Rautahat,Urban,Straight,Night,Fatal,Fog,Dry,Scooter,50,Male,3.0,4.0
595,2024-07-15,2024,July,Koshi,Morang,Highway,Straight,Afternoon,Minor Injury,Dusty,Dry,Bus,50,Female,1.0,23.0
72,2023-02-22,2023,February,Bagmati,Chitwan,Urban,Junction,Morning,Damage Only,Clear,Slippery,Car,50,Male,3.0,3.0
95,2023-03-15,2023,March,Karnali,Jumla,Rural,Straight,Night,Serious Injury,Clear,Slippery,Truck,80,Male,1.0,1.0
546,2024-05-21,2024,May,Karnali,Surkhet,Urban,Junction,Afternoon,Minor Injury,Fog,Wet,Microbus,30,Male,1.0,19.0
34,2023-01-25,2023,January,Madhesh,Bara,Urban,Straight,Evening,Fatal,Clear,Wet,Truck,50,Male,3.0,4.0
862,2025-03-06,2025,March,Bagmati,Lalitpur,Urban,Straight,Night,Minor Injury,Rain,Wet,Scooter,50,Male,1.0,2.0
579,2024-06-27,2024,June,Madhesh,Bara,Highway,Straight,Evening,Minor Injury,Dusty,Damaged,Motorbike,30,Male,1.0,3.0
449,2024-02-20,2024,February,Lumbini,Kapilvastu,Rural,Curve,Evening,Minor Injury,Clear,Wet,Car,80,Male,1.0,4.0
446,2024-02-19,2024,February,Bagmati,Lalitpur,Highway,Junction,Afternoon,Serious Injury,Clear,Slippery,Motorbike,50,Male,3.0,1.0
260,2023-08-30,2023,August,Madhesh,Parsa,Feeder,Straight,Evening,Minor Injury,Clear,Wet,Motorbike,30,Male,3.0,1.0
205,2023-06-29,2023,June,Koshi,Morang,Highway,Junction,Morning,Damage Only,Clear,Slippery,Microbus,50,Male,1.0,12.0
573,2024-06-20,2024,June,Lumbini,Kapilvastu,Rural,Curve,Morning,Damage Only,Fog,Slippery,Motorbike,30,Male,1.0,2.0
824,2025-01-26,2025,January,Lumbini,Kapilvastu,Highway,Straight,Afternoon,Minor Injury,Clear,Slippery,Scooter,30,Male,1.0,2.0
586,2024-07-04,2024,July,Karnali,Surkhet,Rural,Straight,Night,Minor Injury,Rain,Wet,Scooter,30,Male,3.0,3.0
366,2023-11-26,2023,November,Lumbini,Banke,Urban,Straight,Afternoon,Serious Injury,Clear,Damaged,Car,80,Male,3.0,2.0
812,2025-01-13,2025,January,Koshi,Jhapa,Urban,Junction,Evening,Serious Injury,Rain,Wet,Scooter,80,Male,1.0,4.0
78,2023-02-26,2023,February,Karnali,Kalikot,Urban,Curve,Morning,Serious Injury,Clear,Slippery,Motorbike,50,Female,2.0,2.0
85,2023-03-06,2023,March,Koshi,Ilam,Urban,Junction,Morning,Minor Injury,Clear,Damaged,Motorbike,30,Female,3.0,4.0
539,2024-05-14,2024,May,Koshi,Jhapa,Urban,Curve,Morning,Minor Injury,Clear,Slippery,Motorbike,50,Male,1.0,1.0
83,2023-03-02,2023,March,Madhesh,Rautahat,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Car,50,Male,1.0,2.0
458,2024-03-01,2024,March,Koshi,Sunsari,Highway,Junction,Morning,Serious Injury,Fog,Slippery,Truck,50,Male,3.0,5.0
1138,2025-12-03,2025,December,Bagmati,Kathmandu,Feeder,Curve,Evening,Damage Only,Rain,Wet,Motorbike,30,Male,2.0,1.0
615,2024-07-28,2024,July,Lumbini,Banke,Urban,Straight,Morning,Damage Only,Rain,Wet,Motorbike,30,Male,1.0,3.0
1186,2026-01-13,2026,January,Sudurpashchim,Kanchanpur,Highway,Straight,Afternoon,Fatal,Clear,Wet,Motorbike,30,Male,3.0,2.0
1076,2025-09-23,2025,September,Sudurpashchim,Kailali,Rural,Straight,Night,Minor Injury,Dusty,Slippery,Scooter,50,Male,2.0,4.0
737,2024-11-17,2024,November,Bagmati,Chitwan,Highway,Straight,Morning,Damage Only,Clear,Damaged,Bus,50,Male,2.0,18.0
437,2024-02-15,2024,February,Bagmati,Kathmandu,Highway,Junction,Evening,Minor Injury,Fog,Wet,Microbus,50,Male,1.0,23.0
555,2024-05-27,2024,May,Madhesh,Sarlahi,Urban,Straight,Morning,Minor Injury,Clear,Damaged,Car,50,Male,1.0,1.0
1080,2025-09-25,2025,September,Sudurpashchim,Kailali,Urban,Junction,Evening,Minor Injury,Clear,Wet,Car,50,Male,3.0,4.0
1062,2025-09-12,2025,September,Karnali,Jumla,Highway,Curve,Night,Serious Injury,Rain,Wet,Motorbike,30,Male,1.0,2.0
351,2023-11-13,2023,November,Koshi,Ilam,Rural,Straight,Evening,Damage Only,Clear,Damaged,Motorbike,30,Female,3.0,1.0
197,2023-06-24,2023,June,Koshi,Sunsari,Urban,Junction,Night,Damage Only,Clear,Slippery,Bus,80,Male,1.0,23.0
465,2024-03-05,2024,March,Sudurpashchim,Kanchanpur,Highway,Curve,Afternoon,Minor Injury,Clear,Damaged,Motorbike,30,Male,3.0,2.0
589,2024-07-08,2024,July,Lumbini,Kapilvastu,Urban,Curve,Evening,Minor Injury,Clear,Dry,Scooter,30,Male,2.0,1.0
6,2023-01-07,2023,January,Koshi,Sunsari,Urban,Junction,Afternoon,Minor Injury,Clear,Slippery,Motorbike,80,Male,3.0,2.0
311,2023-10-09,2023,October,Koshi,Morang,Highway,Junction,Evening,Minor Injury,Clear,Slippery,Motorbike,80,Male,3.0,4.0
662,2024-09-12,2024,September,Lumbini,Dang,Rural,Straight,Evening,Serious Injury,Clear,Wet,Motorbike,80,Male,3.0,2.0
405,2024-01-04,2024,January,Lumbini,Dang,Rural,Straight,Morning,Serious Injury,Clear,Dry,Truck,50,Male,3.0,3.0
1196,2026-01-19,2026,January,Lumbini,Rupandehi,Urban,Junction,Evening,Serious Injury,Clear,Dry,Jeep,30,Male,3.0,5.0
1044,2025-08-28,2025,August,Koshi,Jhapa,Urban,Junction,Morning,Minor Injury,Rain,Wet,Motorbike,80,Male,2.0,4.0
1058,2025-09-10,2025,September,Madhesh,Parsa,Highway,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,2.0,4.0
105,2023-03-25,2023,March,Bagmati,Bhaktapur,Highway,Junction,Morning,Minor Injury,Dusty,Wet,Bus,30,Male,1.0,18.0
537,2024-05-12,2024,May,Sudurpashchim,Achham,Highway,Straight,Evening,Minor Injury,Clear,Wet,Motorbike,80,Male,2.0,3.0
606,2024-07-22,2024,July,Koshi,Sunsari,Rural,Curve,Night,Minor Injury,Clear,Wet,Motorbike,30,Male,1.0,3.0
63,2023-02-14,2023,February,Madhesh,Bara,Rural,Curve,Night,Minor Injury,Dusty,Damaged,Jeep,30,Male,2.0,3.0
282,2023-09-12,2023,September,Bagmati,Chitwan,Urban,Curve,Evening,Minor Injury,Clear,Wet,Bus,30,Male,2.0,25.0
1056,2025-09-08,2025,September,Lumbini,Kapilvastu,Urban,Curve,Night,Serious Injury,Dusty,Dry,Motorbike,30,Male,2.0,4.0
239,2023-08-08,2023,August,Bagmati,Kathmandu,Rural,Junction,Afternoon,Minor Injury,Clear,Damaged,Scooter,50,Female,3.0,2.0
224,2023-07-16,2023,July,Gandaki,Tanahun,Highway,Curve,Afternoon,Damage Only,Rain,Wet,Motorbike,30,Male,2.0,2.0
146,2023-05-05,2023,May,Koshi,Ilam,Highway,Curve,Morning,Minor Injury,Clear,Slippery,Motorbike,80,Male,3.0,3.0
1119,2025-11-12,2025,November,Madhesh,Bara,Rural,Straight,Morning,Serious Injury,Rain,Wet,Bus,30,Male,2.0,15.0
374,2023-12-06,2023,December,Madhesh,Bara,Highway,Straight,Evening,Serious Injury,Fog,Damaged,Scooter,80,Male,1.0,4.0
119,2023-04-04,2023,April,Koshi,Jhapa,Urban,Straight,Night,Minor Injury,Fog,Dry,Car,30,Male,1.0,4.0
803,2025-01-10,2025,January,Madhesh,Rautahat,Urban,Curve,Morning,Minor Injury,Clear,Slippery,Motorbike,30,Female,2.0,1.0
251,2023-08-24,2023,August,Koshi,Jhapa,Urban,Junction,Morning,Serious Injury,Clear,Wet,Jeep,30,Male,3.0,5.0
1157,2025-12-21,2025,December,Gandaki,Tanahun,Feeder,Junction,Evening,Minor Injury,Dusty,Dry,Motorbike,80,Female,2.0,4.0
10,2023-01-10,2023,January,Koshi,Ilam,Rural,Curve,Afternoon,Serious Injury,Clear,Dry,Motorbike,30,Male,1.0,2.0
450,2024-02-22,2024,February,Gandaki,Kaski,Rural,Straight,Afternoon,Minor Injury,Rain,Wet,Scooter,30,Male,2.0,4.0
874,2025-03-14,2025,March,Madhesh,Parsa,Rural,Junction,Afternoon,Minor Injury,Clear,Slippery,Car,80,Male,2.0,3.0
390,2023-12-18,2023,December,Sudurpashchim,Kailali,Feeder,Straight,Morning,Minor Injury,Clear,Wet,Car,50,Male,3.0,5.0
966,2025-06-16,2025,June,Bagmati,Kathmandu,Urban,Junction,Morning,Damage Only,Rain,Wet,Truck,80,Male,3.0,3.0
461,2024-03-03,2024,March,Gandaki,Kaski,Urban,Straight,Morning,Minor Injury,Clear,Wet,Motorbike,80,Male,3.0,4.0
1147,2025-12-10,2025,December,Lumbini,Banke,Feeder,Curve,Afternoon,Serious Injury,Rain,Wet,Motorbike,30,Male,2.0,2.0
145,2023-05-02,2023,May,Bagmati,Lalitpur,Rural,Straight,Morning,Minor Injury,Fog,Damaged,Motorbike,30,Male,2.0,1.0
502,2024-04-04,2024,April,Gandaki,Tanahun,Rural,Straight,Afternoon,Fatal,Clear,Wet,Motorbike,30,Male,3.0,2.0
1108,2025-10-30,2025,October,Gandaki,Gorkha,Rural,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male,1.0,1.0
540,2024-05-15,2024,May,Gandaki,Kaski,Feeder,Junction,Night,Minor Injury,Clear,Dry,Bus,50,Male,2.0,17.0
178,2023-06-01,2023,June,Bagmati,Chitwan,Rural,Curve,Evening,Minor Injury,Clear,Slippery,Car,50,Male,1.0,3.0
1159,2025-12-22,2025,December,Karnali,Dailekh,Rural,Curve,Night,Minor Injury,Rain,Wet,Car,50,Male,2.0,3.0
1051,2025-09-04,2025,September,Bagmati,Kathmandu,Rural,Curve,Evening,Minor Injury,Clear,Damaged,Bus,50,Male,2.0,22.0
584,2024-07-01,2024,July,Koshi,Sunsari,Highway,Curve,Night,Fatal,Clear,Damaged,Motorbike,30,Male,3.0,2.0
1195,2026-01-19,2026,January,Madhesh,Sarlahi,Feeder,Junction,Morning,Minor Injury,Dusty,Slippery,Motorbike,80,Male,1.0,2.0
8,2023-01-09,2023,January,Koshi,Ilam,Highway,Curve,Afternoon,Fatal,Dusty,Wet,Motorbike,30,Female,3.0,3.0
574,2024-06-25,2024,June,Lumbini,Kapilvastu,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Scooter,80,Male,1.0,3.0
843,2025-02-12,2025,February,Bagmati,Lalitpur,Highway,Straight,Evening,Minor Injury,Clear,Wet,Car,50,Male,3.0,2.0
358,2023-11-22,2023,November,Koshi,Morang,Highway,Junction,Afternoon,Serious Injury,Clear,Wet,Scooter,30,Male,1.0,4.0
330,2023-10-24,2023,October,Madhesh,Bara,Rural,Straight,Evening,Minor Injury,Clear,Wet,Scooter,80,Male,3.0,2.0
705,2024-10-21,2024,October,Karnali,Kalikot,Rural,Curve,Morning,Serious Injury,Clear,Wet,Car,30,Female,2.0,4.0
830,2025-02-02,2025,February,Koshi,Jhapa,Urban,Straight,Evening,Serious Injury,Clear,Wet,Truck,30,Female,1.0,2.0
259,2023-08-30,2023,August,Karnali,Dailekh,Urban,Curve,Evening,Damage Only,Rain,Wet,Truck,50,Male,1.0,1.0
891,2025-04-03,2025,April,Karnali,Jumla,Highway,Junction,Morning,Minor Injury,Clear,Damaged,Scooter,30,Male,1.0,2.0
834,2025-02-04,2025,February,Lumbini,Kapilvastu,Rural,Junction,Afternoon,Serious Injury,Clear,Dry,Motorbike,80,Male,2.0,3.0
1188,2026-01-14,2026,January,Lumbini,Dang,Highway,Junction,Afternoon,Minor Injury,Rain,Wet,Truck,80,Male,1.0,3.0
905,2025-04-11,2025,April,Sudurpashchim,Achham,Highway,Junction,Morning,Damage Only,Clear,Damaged,Microbus,30,Male,2.0,6.0
526,2024-04-30,2024,April,Bagmati,Lalitpur,Feeder,Junction,Afternoon,Minor Injury,Clear,Wet,Motorbike,50,Male,2.0,3.0
814,2025-01-20,2025,January,Lumbini,Rupandehi,Feeder,Straight,Night,Minor Injury,Fog,Wet,Car,30,Male,1.0,1.0
732,2024-11-13,2024,November,Sudurpashchim,Achham,Urban,Straight,Night,Damage Only,Clear,Damaged,Motorbike,80,Male,2.0,2.0
1032,2025-08-14,2025,August,Madhesh,Sarlahi,Feeder,Junction,Afternoon,Serious Injury,Dusty,Dry,Motorbike,30,Male,3.0,2.0
1141,2025-12-07,2025,December,Sudurpashchim,Doti,Highway,Straight,Evening,Minor Injury,Rain,Wet,Scooter,30,Male,1.0,4.0
441,2024-02-17,2024,February,Bagmati,Chitwan,Highway,Roundabout,Afternoon,Minor Injury,Clear,Damaged,Motorbike,50,Female,2.0,2.0
532,2024-05-07,2024,May,Koshi,Ilam,Highway,Straight,Evening,Minor Injury,Dusty,Dry,Car,30,Male,1.0,4.0
960,2025-06-06,2025,June,Koshi,Jhapa,Urban,Junction,Afternoon,Serious Injury,Clear,Slippery,Microbus,80,Male,1.0,19.0
229,2023-07-24,2023,July,Lumbini,Kapilvastu,Urban,Straight,Afternoon,Fatal,Fog,Wet,Bus,50,Male,2.0,22.0
1041,2025-08-26,2025,August,Madhesh,Sarlahi,Rural,Straight,Morning,Minor Injury,Clear,Dry,Scooter,50,Male,1.0,3.0
213,2023-07-05,2023,July,Karnali,Kalikot,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Motorbike,30,Male,3.0,4.0
80,2023-02-28,2023,February,Koshi,Morang,Feeder,Curve,Afternoon,Fatal,Rain,Wet,Motorbike,50,Male,3.0,3.0
149,2023-05-07,2023,May,Lumbini,Dang,Rural,Roundabout,Afternoon,Minor Injury,Rain,Wet,Motorbike,50,Male,1.0,4.0
592,2024-07-12,2024,July,Madhesh,Parsa,Highway,Curve,Evening,Minor Injury,Dusty,Damaged,Scooter,80,Female,1.0,3.0
708,2024-10-26,2024,October,Sudurpashchim,Achham,Highway,Straight,Evening,Minor Injury,Dusty,Wet,Bus,50,Male,1.0,17.0
590,2024-07-08,2024,July,Gandaki,Tanahun,Highway,Junction,Afternoon,Serious Injury,Clear,Slippery,Car,30,Male,1.0,3.0
134,2023-04-25,2023,April,Sudurpashchim,Kanchanpur,Urban,Roundabout,Afternoon,Minor Injury,Clear,Wet,Microbus,80,Male,1.0,24.0
782,2024-12-22,2024,December,Sudurpashchim,Achham,Urban,Curve,Morning,Minor Injury,Clear,Wet,Motorbike,50,Female,3.0,1.0
409,2024-01-08,2024,January,Koshi,Morang,Highway,Junction,Morning,Serious Injury,Clear,Wet,Car,80,Male,3.0,5.0
970,2025-06-22,2025,June,Lumbini,Dang,Feeder,Straight,Night,Serious Injury,Dusty,Damaged,Bus,30,Male,2.0,11.0
508,2024-04-07,2024,April,Sudurpashchim,Achham,Urban,Straight,Night,Minor Injury,Rain,Wet,Jeep,30,Female,1.0,5.0
877,2025-03-15,2025,March,Koshi,Morang,Urban,Junction,Afternoon,Serious Injury,Clear,Slippery,Bus,80,Female,2.0,9.0
505,2024-04-05,2024,April,Sudurpashchim,Kailali,Urban,Straight,Night,Minor Injury,Clear,Slippery,Car,50,Male,2.0,1.0
719,2024-11-03,2024,November,Madhesh,Bara,Highway,Straight,Afternoon,Serious Injury,Clear,Slippery,Scooter,50,Male,1.0,1.0
348,2023-11-09,2023,November,Madhesh,Rautahat,Highway,Straight,Afternoon,Serious Injury,Dusty,Slippery,Motorbike,50,Male,2.0,3.0
387,2023-12-16,2023,December,Sudurpashchim,Kailali,Urban,Straight,Morning,Fatal,Rain,Wet,Bus,30,Male,1.0,21.0
1,2023-01-02,2023,January,Karnali,Dailekh,Highway,Straight,Afternoon,Serious Injury,Clear,Wet,Scooter,80,Female,1.0,3.0
361,2023-11-23,2023,November,Koshi,Ilam,Feeder,Junction,Evening,Minor Injury,Rain,Wet,Motorbike,50,Female,1.0,4.0
1134,2025-11-30,2025,November,Lumbini,Banke,Rural,Straight,Afternoon,Minor Injury,Dusty,Dry,Car,50,Male,2.0,2.0
476,2024-03-15,2024,March,Madhesh,Rautahat,Urban,Junction,Afternoon,Serious Injury,Clear,Dry,Car,50,Male,1.0,2.0
778,2024-12-20,2024,December,Madhesh,Rautahat,Highway,Straight,Evening,Damage Only,Fog,Wet,Motorbike,50,Male,1.0,2.0
754,2024-12-02,2024,December,Karnali,Dailekh,Highway,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,30,Female,2.0,3.0
173,2023-05-27,2023,May,Koshi,Sunsari,Rural,Junction,Night,Minor Injury,Clear,Slippery,Microbus,50,Male,2.0,10.0
451,2024-02-24,2024,February,Gandaki,Tanahun,Urban,Straight,Night,Minor Injury,Clear,Dry,Truck,80,Female,2.0,4.0
126,2023-04-13,2023,April,Bagmati,Kathmandu,Urban,Straight,Evening,Fatal,Clear,Wet,Truck,30,Female,1.0,3.0
931,2025-05-15,2025,May,Sudurpashchim,Kailali,Urban,Straight,Morning,Serious Injury,Rain,Wet,Car,30,Male,1.0,2.0
531,2024-05-05,2024,May,Madhesh,Sarlahi,Feeder,Curve,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,3.0,4.0
91,2023-03-12,2023,March,Lumbini,Banke,Highway,Roundabout,Morning,Minor Injury,Clear,Wet,Jeep,50,Male,2.0,3.0
1162,2025-12-23,2025,December,Sudurpashchim,Doti,Rural,Straight,Evening,Damage Only,Rain,Wet,Truck,50,Female,1.0,4.0
182,2023-06-06,2023,June,Madhesh,Sarlahi,Urban,Straight,Night,Minor Injury,Clear,Wet,Truck,30,Female,3.0,4.0
1027,2025-08-08,2025,August,Karnali,Jumla,Urban,Straight,Morning,Damage Only,Clear,Wet,Motorbike,80,Male,2.0,3.0
1000,2025-07-18,2025,July,Bagmati,Bhaktapur,Highway,Straight,Morning,Serious Injury,Rain,Wet,Scooter,50,Male,2.0,1.0
252,2023-08-25,2023,August,Lumbini,Dang,Urban,Junction,Afternoon,Minor Injury,Dusty,Slippery,Car,50,Female,3.0,2.0
70,2023-02-21,2023,February,Gandaki,Gorkha,Rural,Curve,Night,Minor Injury,Clear,Slippery,Motorbike,80,Female,3.0,3.0
132,2023-04-22,2023,April,Koshi,Sunsari,Urban,Junction,Afternoon,Damage Only,Clear,Slippery,Motorbike,80,Male,3.0,1.0
301,2023-09-29,2023,September,Karnali,Dailekh,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,30,Male,1.0,3.0
1133,2025-11-30,2025,November,Bagmati,Chitwan,Urban,Junction,Evening,Damage Only,Dusty,Dry,Scooter,50,Male,2.0,1.0
327,2023-10-21,2023,October,Gandaki,Kaski,Rural,Straight,Morning,Fatal,Clear,Wet,Motorbike,50,Male,3.0,2.0
1020,2025-08-01,2025,August,Karnali,Surkhet,Urban,Roundabout,Afternoon,Minor Injury,Clear,Dry,Car,30,Male,1.0,1.0
500,2024-04-03,2024,April,Karnali,Jumla,Urban,Junction,Evening,Serious Injury,Clear,Damaged,Motorbike,50,Female,3.0,4.0
666,2024-09-19,2024,September,Madhesh,Rautahat,Urban,Straight,Afternoon,Damage Only,Rain,Wet,Motorbike,50,Female,1.0,4.0
919,2025-04-30,2025,April,Madhesh,Parsa,Feeder,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,50,Female,2.0,3.0
496,2024-03-30,2024,March,Sudurpashchim,Kanchanpur,Rural,Straight,Evening,Minor Injury,Fog,Dry,Car,50,Male,3.0,5.0
339,2023-11-02,2023,November,Sudurpashchim,Achham,Highway,Junction,Morning,Minor Injury,Clear,Damaged,Scooter,50,Female,3.0,3.0
964,2025-06-11,2025,June,Madhesh,Sarlahi,Urban,Roundabout,Morning,Damage Only,Clear,Slippery,Truck,30,Male,3.0,3.0
165,2023-05-19,2023,May,Koshi,Jhapa,Highway,Curve,Night,Minor Injury,Rain,Wet,Motorbike,30,Male,2.0,2.0
29,2023-01-20,2023,January,Karnali,Dailekh,Urban,Curve,Evening,Minor Injury,Rain,Wet,Bus,50,Male,1.0,8.0
517,2024-04-19,2024,April,Sudurpashchim,Kailali,Urban,Junction,Evening,Serious Injury,Rain,Wet,Truck,80,Male,1.0,5.0
194,2023-06-22,2023,June,Lumbini,Banke,Feeder,Straight,Night,Damage Only,Fog,Dry,Motorbike,50,Male,2.0,4.0
1104,2025-10-19,2025,October,Madhesh,Sarlahi,Highway,Junction,Night,Minor Injury,Dusty,Dry,Truck,80,Male,3.0,1.0
